Name,Link,Type,Kitchen,Recipe,Ingredient_num,Portion_num,Time,Likes,Dislikes,Bookmarks
Яичная лапша а-ля норма,/recepty/pasta-picca/yaichnaya-lapsha-a-lya-norma-173535,Паста и пицца,Итальянская кухня,Пошаговые рецепты,11,2,30 минут,1,0,5
Лапша по-флотски,/recepty/pasta-picca/lapsha-po-flotski-173534,Паста и пицца,Русская кухня,Пошаговые рецепты,10,2,30 минут,1,0,5
Кипрские крупяные пирожки,/recepty/osnovnye-blyuda/kiprskie-krupjanie-pirozhki-51100,Основные блюда,Греческая кухня,Пошаговые рецепты,11,9,1 час  30 минут,8,2,429
Домашняя паста бузиате с песто алла трапанезе,/recepty/pasta-picca/domashnjaja-pasta-buziate-s-pesto-alla-trapaneze-42458,Паста и пицца,Средиземноморская кухня,Пошаговые рецепты,15,8,1 час  30 минут,11,0,410
Свекольные равиоли с лососем,/recepty/pasta-picca/svekolnie-ravioli-s-lososem-30401,Паста и пицца,Итальянская кухня,Пошаговые рецепты,18,7,20 минут,6,1,330
Капуста с соусом тоннато,/recepty/zakuski/kapusta-s-sousom-tonnato-176017,Закуски,Авторская кухня,Пошаговые рецепты,16,4,40 минут,2,0,4
Кокосовый суп с лососем и рисом,/recepty/supy/kokosovyy-sup-s-lososem-i-risom-187170,Супы,Паназиатская кухня,Пошаговые рецепты,14,8,40 минут,2,0,5
Гречневая лапша с зелеными овощами в кокосовом соусе,/recepty/osnovnye-blyuda/grechnevaya-lapsha-s-zelenymi-ovoschami-v-kokosovom-souse-173507,Основные блюда,Паназиатская кухня,Пошаговые рецепты,17,2,20 минут,1,0,4
Рубленная говядина по-русски (тартар),/recepty/zakuski/rublennaya-govyadina-po-russki-tartar-187815,Закуски,Французская кухня,Пошаговые рецепты,18,1,1 час,1,0,4
Утка  с пюре из сельдерея и топинамбура,/recepty/osnovnye-blyuda/utka-s-pyure-iz-seldereya-i-tapinambura-187875,Основные блюда,Авторская кухня,Пошаговые рецепты,23,2,1 час,1,0,4
"Гречневая лапша с креветками, виноградом и зеленым соусом айоли",/recepty/pasta-picca/grechnevaya-lapsha-s-krevetkami-vinogradom-i-zelenym-sousom-ayoli-173538,Паста и пицца,Испанская кухня,Пошаговые рецепты,11,4,30 минут,1,0,3
Морковная халва,/recepty/vypechka-deserty/morkovnaya-halva-57047,Выпечка и десерты,Индийская кухня,Вегетарианская еда,12,4,2 часа,5,0,291
Тако с говядиной и маринованной курагой,/recepty/osnovnye-blyuda/tako-s-govyadinoy-i-marinovannoy-kuragoy-186434,Основные блюда,Мексиканская кухня,Пошаговые рецепты,26,6,45 минут,2,0,2
Пшеничная лапша со свининой и карри,/recepty/pasta-picca/-pshenichnaya-lapsha-so-svininoy-i-karri-173537,Паста и пицца,Тайская кухня,Пошаговые рецепты,12,4,30 минут,1,0,2
Кыстыбыи с пшеном,/recepty/vypechka-deserty/kystybyi-s-pshenom-175826,Выпечка и десерты,Татарская кухня,Пошаговые рецепты,11,6,1 час  30 минут,1,0,2
Дьявольские яйца со вкусом флорентин,/recepty/zakuski/djavolskie-jajca-so-vkusom-florentin-55936,Закуски,Пошаговые рецепты,,10,10,20 минут,5,0,228
Равиоли с бараниной,/recepty/pasta-picca/ravioli-s-baraninoj-53100,Паста и пицца,Итальянская кухня,Пошаговые рецепты,13,6,40 минут,4,0,191
Ризотто с лимончелло,/recepty/rizotto/rizotto-s-limonchello-186965,Ризотто,Итальянская кухня,Пошаговые рецепты,14,1,30 минут,1,0,2
Голубцы с говядиной в греческом стиле,/recepty/osnovnye-blyuda/golubcy-s-govyadinoy-v-grecheskom-stile-186767,Основные блюда,Греческая кухня,Пошаговые рецепты,15,12,1 час  30 минут,2,0,2
Роллы с лососем,/recepty/osnovnye-blyuda/rolly-s-lososem-186980,Основные блюда,Японская кухня,Пошаговые рецепты,12,14,1 час  30 минут,1,0,2
Закуска вителло-тоннато,/recepty/zakuski/zakuska-vitello-tonnato-58547,Закуски,Европейская кухня,Пошаговые рецепты,12,6,3 часа,5,1,127
Оссобуко с красным вином,/recepty/osnovnye-blyuda/ossobuko-57940,Основные блюда,Европейская кухня,Пошаговые рецепты,19,6,3 часа,5,0,152
Сациви с курагой и хурмой,/recepty/osnovnye-blyuda/sacivi-s-kuragoy-i-hurmoy-91561,Основные блюда,Грузинская кухня,Пошаговые рецепты,20,6,1 час,7,3,141
Кадуры баш,/recepty/supy/kaduri-bash-54004,Супы,Осетинская кухня,Пошаговые рецепты,16,15,3 часа  30 минут,5,0,132
Петух в красном вине,/recepty/osnovnye-blyuda/petuh-v-krasnom-vine-57031,Основные блюда,Европейская кухня,Пошаговые рецепты,15,8,1 час  30 минут,3,1,105
Борщ с карасями,/recepty/supy/borshh-s-karasjami-51602,Супы,Русская кухня,Пошаговые рецепты,18,5,3 часа,5,1,112
Том-ям,/recepty/supy/tom-yam-140516,Супы,Тайская кухня,Пошаговые рецепты,17,2,1 час,8,1,112
Жареные бычки,/recepty/zakuski/zharenie-bichki-50983,Закуски,Украинская кухня,Пошаговые рецепты,5,4,15 минут,4,0,87
Раковый биск,/recepty/supy/rakovij-bisk-52190,Супы,Французская кухня,Пошаговые рецепты,14,8,3 часа,3,2,102
Паста с рагу из грудки индейки по рецепту Джейми Оливера,/recepty/pasta-picca/pasta-s-ragu-iz-grudki-indeyki-po-receptu-dzheymi-olivera-151864,Паста и пицца,Итальянская кухня,Пошаговые рецепты,19,6,2 часа,2,0,80
Сицилийские трубочки канноли,/recepty/vypechka-deserty/siciliyskie-trubochki-kannoli-126642,Выпечка и десерты,Итальянская кухня,Пошаговые рецепты,14,30,1 час,3,1,77
Классический оливье,/recepty/osnovnye-blyuda/klassicheskiy-olive-151806,Основные блюда,Советская кухня,Пошаговые рецепты,12,8,3 часа,8,0,76
Классические макароны по-флотски,/recepty/pasta-picca/klassicheskie-makarony-po-flotski-152092,Паста и пицца,Русская кухня,Пошаговые рецепты,9,3,40 минут,6,0,75
Панкейки из корня сельдерея с творогом и копченым окороком,/recepty/zakuski/pankeyki-iz-kornya-seldereya-s-tvorogom-i-kopchenym-okorokom-139896,Закуски,Европейская кухня,Пошаговые рецепты,12,4,50 минут,1,0,69
Классический салат «Мимоза» с морковью,/recepty/salaty/salat-mimoza-klassicheskiy-152964,Салаты,Советская кухня,Пошаговые рецепты,9,8,1 час  30 минут,8,0,69
Мраморный сом с рыбным картофельным пюре и маринадом,/recepty/osnovnye-blyuda/mramornij-som-s-ribnim-kartofelnim-pjure-i-marinadom-51187,Основные блюда,Русская кухня,Пошаговые рецепты,13,4,45 минут,5,0,77
Жаркое из утки,/recepty/osnovnye-blyuda/zharkoe-iz-utki-187340,Основные блюда,Европейская кухня,Пошаговые рецепты,17,8,3 часа  30 минут,1,0,0
Пшеничная лапша с кабачками и фетой,/recepty/osnovnye-blyuda/pshenichnaya-lapsha-s-kabachkami-i-fetoy-173476,Основные блюда,Европейская кухня,Пошаговые рецепты,9,2,20 минут,1,0,0
Оливье с раками и желе,/recepty/salaty/olive-s-rakami-i-zhele-91558,Салаты,Русская кухня,Пошаговые рецепты,25,6,3 часа,7,0,61
Необычный оливье с колбасой «Грандос» из индейки,/recepty/salaty/neobychnyy-olive-s-kolbasoy-grandos-iz-indeyki-175265,Салаты,Русская кухня,Пошаговые рецепты,12,4,30 минут,1,0,0
Лапша ланьчжоу ламьен,/recepty/osnovnye-blyuda/lapsha-lanchzhou-lamen-188140,Основные блюда,Китайская кухня,Пошаговые рецепты,10,6,40 минут,1,0,0
Суп из белых грибов,/recepty/supy/sup-iz-belih-gribov-40733,Супы,Русская кухня,Вегетарианская еда,9,4,1 час,59,4,1583
Крем шантильи с персиками,/recepty/vypechka-deserty/krem-shantili-s-persikami-17605,Выпечка и десерты,Французская кухня,Пошаговые рецепты,7,4,40 минут,3,1,71
Харчо по-мегрельски,/recepty/osnovnye-blyuda/harcho-po-megrelski-137464,Основные блюда,Грузинская кухня,Пошаговые рецепты,15,4,1 час,2,0,56
Роллы с авокадо,/recepty/osnovnye-blyuda/rolly-s-avokado-186981,Основные блюда,Японская кухня,Пошаговые рецепты,11,14,1 час  30 минут,1,0,0
Яйца бенедикт,/recepty/zavtraki/yayca-benedikt-152663,Завтраки,Американская кухня,Пошаговые рецепты,9,2,30 минут,1,0,49
Фаршированные яйца с тунцом,/recepty/zakuski/farshirovannye-yayca-s-tuncom-152947,Закуски,Европейская кухня,Пошаговые рецепты,7,12,25 минут,4,0,45
Равиоли со шпинатом и томатной сальсой,/recepty/pasta-picca/ravioli-so-shpinatom-tomatnoj-salsoj-20747,Паста и пицца,Итальянская кухня,,15,6,1 час,34,6,1151
